"ID","category","response","rt","sound1"
"2035","BirdSquawk",6,2033.29999999551,"07"
"2035","BirdSquawk",4,1972.39999999874,"03"
"2035","BirdSquawk",8,885.500000003958,"10"
"2035","BirdSquawk",8,877.599999992526,"06"
"2035","BirdSquawk",9,731.100000004517,"04"
"2035","BirdSquawk",8,899.399999994785,"08"
"2035","BirdSquawk",9,1852.79999999329,"08"
"2035","BirdSquawk",9,1595.90000000026,"06"
"2035","BirdSquawk",6,1006.99999999779,"05"
"2035","BirdSquawk",4,927.700000000186,"04"
"2035","BirdSquawk",4,1826.30000000063,"07"
"2035","BirdSquawk",5,785.799999997835,"09"
"2035","BirdSquawk",6,555.900000006659,"01"
"2035","BirdSquawk",3,1059.50000000303,"02"
"2035","BirdSquawk",6,2485.10000000533,"10"
"2035","BirdSquawk",3,926.600000006147,"03"
"2037","BirdSquawk",7,10581.3450000132,"02"
"2037","BirdSquawk",1,3227.02500002924,"08"
"2037","BirdSquawk",8,3285.14500003075,"01"
"2037","BirdSquawk",5,1641.89500000793,"03"
"2037","BirdSquawk",9,834.014999971259,"09"
"2037","BirdSquawk",2,2290.02499999478,"04"
"2037","BirdSquawk",7,1299.6399999829,"07"
"2037","BirdSquawk",3,2438.32999997539,"06"
"2037","BirdSquawk",1,1419.98000000603,"05"
"2037","BirdSquawk",5,2852.52999997465,"10"
"2037","BirdSquawk",7,1417.43000003044,"07"
"2037","BirdSquawk",1,881.709999986924,"08"
"2037","BirdSquawk",3,2708.27499998268,"03"
"2037","BirdSquawk",8,2290.11000000173,"01"
"2037","BirdSquawk",9,1161.19000001345,"09"
"2037","BirdSquawk",7,762.999999977183,"02"
"2037","BirdSquawk",3,1051.11000000034,"04"
"2037","BirdSquawk",2,2401.52999997372,"06"
"2037","BirdSquawk",1,561.894999991637,"05"
"2037","BirdSquawk",7,1987.90500004543,"10"
"2038","BirdSquawk",7,3301.8549999997,"05"
